tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls,screen_name
1757554081910894877,"When unions do well, everybody does better.

Thank you for having me, Culinary Local 226 and Bartenders Local 165. https://t.co/Io2G4wQH7P",en,Tweet,48,8460,2083,2019,742690.0,2024-02-13 18:55:21,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,video,https://video.twimg.com/amplify_video/1757553996678500352/vid/avc1/1080x1920/7FiVoSUghLcMZ7h9.mp4?tag=16,JoeBiden
1757533358806933891,"Today we learned that wage growth has been the strongest of any economic recovery in 50 years. 

We know there’s still work to do to lower costs, but inflation has declined by two-thirds from its peak, and growth and employment remain strong.",en,Tweet,70,12267,2607,4301,1379972.0,2024-02-13 17:33:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1757479252037906665,"Extreme MAGA Republicans in Congress have blocked efforts to lower health care costs.

Trump is vowing to repeal the Affordable Care Act, ripping away health care from millions.

We will not go back.",en,Tweet,110,23936,5213,7217,1784777.0,2024-02-13 13:58:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1757445813276459507,"Ohio.
Kansas.
Kentucky.
Michigan.

Voters are showing up to protect reproductive rights. https://t.co/RqwZ26EyBm",en,Tweet,118,26533,5636,4882,1333987.0,2024-02-13 11:45:08,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,photo,https://pbs.twimg.com/media/GGOzov8WcAEJKTN.jpg,JoeBiden
1529516538050379776,"""Testosterone decreases as men get older. Boosting testosterone [...] has become an increasingly fashionable way to fight back against the passage of time."" https://t.co/bP66GLXvvK",en,Tweet,758,3079,451,583,,2022-05-25 13:35:34,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,https://www.gq.com/story/how-testosterone-therapies-are-transforming-aging,,,JoeBiden
1757195130501550213,"Donald Trump wants to divide us, not unite us.

He wants to drag us back to the past, not lead us into the future.

We won’t let it happen. He will lose again.",en,Tweet,645,66678,9992,28447,6496430.0,2024-02-12 19:09:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1757153881337843854,It’s that simple. https://t.co/ftHKBlKpw6,en,Tweet,206,27864,6144,10002,2752869.0,2024-02-12 16:25:06,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,photo,https://pbs.twimg.com/media/GGKqIEwXAAErNTe.jpg,JoeBiden
1753035099849851258,"Set your sights on the 2nd edition of #FIIPRIORITY in #Miami on Feb 22-23,2024, as we convene #investors, leaders, &amp; governments to accelerate actionable solutions for global challenges &amp; channelling capital for an #ImpactOnHumanity on the theme ""On the Edge of a New Frontier.’",en,Tweet,3,90,0,1,528598.0,2024-02-01 07:38:32,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","#FIIPRIORITY,#Miami,#investors,#ImpactOnHumanity",,,,JoeBiden
1757135736309227794,It’s great to spend time with Christian and Carter and discuss their involvement in their community and schools. https://t.co/Vd3q70UriM,en,Tweet,1263,13304,2000,4728,8161290.0,2024-02-12 15:13:00,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1755603802403766273/vid/avc1/720x1280/6_JM-pudr8Pet6b1.mp4?tag=14,JoeBiden
1757067544697971001,"Donald Trump said he hopes the economy crashes “in the next twelve months.”

He’s wishing for economic devastation for millions of Americans.

He knows our economy is strong—and he knows it’s bad for him politically if America continues to succeed.",en,Tweet,446,53410,9890,9991,4860900.0,2024-02-12 10:42:02,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1756888470599967000,Just like we drew it up. https://t.co/9NBvc5nVZE,en,Tweet,44486,555999,100679,73981,226601836.0,2024-02-11 22:50:27,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GGG4YlpWoAAgZ08.jpg,JoeBiden
1756862645360099534,"Hey by the way, we just joined TikTok

Follow us: https://t.co/KbtdOh2O4a https://t.co/vDeXUzhb9W",en,Retweet,1027,24929,5150,2921,5801032.0,2024-02-11 21:07:50,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.tiktok.com/@bidenhq,video,https://video.twimg.com/ext_tw_video/1756862544893845504/pu/vid/avc1/576x1024/GZUaCzsCjE73uuWC.mp4?tag=12,JoeBiden
1756800528909037614,"You want to know why Ukraine is important? Because as you can see, Putin and his useful lackeys have their eyes on bigger prizes.",en,Tweet,1252,86606,20120,9755,10189411.0,2024-02-11 17:01:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1756774170501812230,"The drumline from Robert O. Gibson Leadership Academy gave me a great introduction.

Made me feel like I was ready to run out on the football field again! https://t.co/yjACeU0O3W",en,Tweet,142,19718,3395,2580,2069000.0,2024-02-11 15:16:16,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,video,https://video.twimg.com/amplify_video/1756774106375086080/vid/avc1/1080x1920/cdnGMrGZrXz0HecV.mp4?tag=16,JoeBiden
1756721310489539060,"The answer is that Major Haley is abroad, serving his country right now.

We know he thinks our troops are “suckers,” but this guy wouldn’t know service to his country if it slapped him in the face.",en,Tweet,1063,108609,20335,8703,10412011.0,2024-02-11 11:46:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,JoeBiden
1756679486811111519,"1987 with my boys.
 
This Super Bowl Sunday, I hope you can take part in the age-old American traditions of eating great food, gathering with great friends, and watching a great game. https://t.co/HNYvqpEg9P",en,Retweet,1905,123847,11690,11973,19246727.0,2024-02-11 09:00:01,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">The White House</a>",,,photo,https://pbs.twimg.com/media/GGD6rlMWcAEs0IB.jpg,JoeBiden
1756415995176952087,"Our economy has created 14.8 million jobs since I took office.

Unemployment has been under 4% for two full years.

Inflation has been at the pre-pandemic level of 2% over the last half year.",en,Tweet,140,22578,4604,9778,2041414.0,2024-02-10 15:33:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1756113257645936671,"Trump and his MAGA friends want to give another massive multibillion-dollar tax handout to the ultra-wealthy while cutting Social Security and Medicare.

I won’t let it happen.",en,Tweet,189,36265,7420,19863,2944755.0,2024-02-09 19:30:02,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1756032973390901335,"I signed the most significant gun safety law in decades. 

And I will not stop until we once again ban assault weapons.",en,Tweet,222,39157,5791,14366,3142940.0,2024-02-09 14:11:01,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1755645182702145872,"I will stand in the way of efforts by MAGA Republicans to enact massive tax giveaways for the wealthy and big corporations; cut Medicare, Medicaid, and Social Security; and raise costs for American families.",en,Tweet,137,25045,5020,13596,1979396.0,2024-02-08 12:30:04,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1755622600728858897,"Black history is American history. 

This month, we celebrate Black excellence, culture, resilience, and heroes known and unknown who inspired a nation. https://t.co/q9XldSCQW3",en,Tweet,45,10830,2065,3949,840369.0,2024-02-08 11:00:20,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,photo,https://pbs.twimg.com/media/GF05bzHW0AEH49T.jpg,JoeBiden
1755366876975149198,We are leading the world in manufacturing growth by investing in America and in our people. https://t.co/3Kn2Vdc4HX,en,Tweet,130,11927,2814,5447,1063577.0,2024-02-07 18:04:11,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,video,https://video.twimg.com/amplify_video/1755366833056604160/vid/avc1/1080x1920/RIUc3zjci1pDEOeX.mp4?tag=16,JoeBiden
1755337640491020562,"The UAW is not only helping auto workers.

They’re helping every worker in the world.",en,Tweet,36,10983,1723,2290,1119343.0,2024-02-07 16:08:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1755309231706628163,"Every single Republican in Congress voted against giving Medicare the power to negotiate lower prescription drug prices.

Thanks to my Inflation Reduction Act, we’re doing it anyway. https://t.co/ueG5Rbfgef",en,Tweet,383,41584,11748,8825,2079628.0,2024-02-07 14:15:07,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,photo,https://pbs.twimg.com/media/GFwcbT5W4AA8ZgP.jpg,JoeBiden
1755261637567852888,"Eric, thank you for inviting me into your home and sharing with me the impact student loan forgiveness has had on you and your two sons.

Watch our full conversation: https://t.co/dNmaTyIo5j https://t.co/9wWsdEExYI",en,Tweet,199,19514,4176,3858,1066504.0,2024-02-07 11:06:00,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,http://joe.link/NCFamily,video,https://video.twimg.com/amplify_video/1755257802291847169/vid/avc1/720x1280/2MLpSJW2X0diWHLY.mp4?tag=14,JoeBiden
1758275355285352888,"Why do early-stage VCs often see the best returns? 💸

It's about high ownership and hungry partners

---There is massive upside when you pick winners early
---But you have to pick the right funds

@asedelson breaks it down: https://t.co/VpaYsFqwls",en,Tweet,3,13,3,2,5278.0,2024-02-15 18:41:26,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1758271536484806656/vid/avc1/1080x1920/wJEaX8ddGrCICuZq.mp4?tag=16,JoeBiden
1755093804195959189,"Thank you, Nevada! We're building a campaign that leaves no one behind. 

Let's keep up this momentum. https://t.co/GrXEqrKwhd",en,Tweet,90,22227,3582,4838,1201119.0,2024-02-06 23:59:05,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,photo,https://pbs.twimg.com/media/GFtYfzQWEAAg8O3.jpg,JoeBiden
1755000439316046152,We will continue our fight to protect women’s health care from MAGA Republican attacks. https://t.co/84tD3UNawm,en,Tweet,50,9143,1958,3229,654427.0,2024-02-06 17:48:05,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,photo,https://pbs.twimg.com/media/GFsDlPnXAAEpnjJ.jpg,JoeBiden
1754969473684050257,Folks – I’ll be in NYC on March 28th to support @JoeBiden. Who’s coming with me? Chip in for your chance to join: https://t.co/oHcvESvsga,en,Retweet,389,41401,8543,16209,5175685.0,2024-02-06 15:45:02,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://secure.actblue.com/donate/social-bvf-ewp-february-2024?refcode=social_20240206_tw_bo,,,JoeBiden
1754974674369294629,"@BillClinton @BarackObama You guys know you can just call me next time, right?",en,Reply,66,5377,779,658,185582.0,2024-02-06 16:05:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,JoeBiden
1754945848771756226,You got it.,en,Tweet,1266,98875,21596,12649,5757457.0,2024-02-06 14:11:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,JoeBiden
1754927946190454817,"Nevada, you’re the reason we will make Donald Trump a loser again. https://t.co/7QAXTy9ToF",en,Tweet,169,29971,5233,7665,1297939.0,2024-02-06 13:00:02,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1754653127326728192/vid/avc1/720x1280/66I4GMlybsGyuJyw.mp4?tag=14,JoeBiden
1754882731584934061,"Today’s the day, Nevada! There is too much at stake to sit this primary out.

Go to https://t.co/aAPd5ooUvJ to confirm your polling location. https://t.co/lGduCVVUHV",en,Tweet,17,4921,1293,1249,448511.0,2024-02-06 10:00:22,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,http://IWillVote.com/NV,photo,https://pbs.twimg.com/media/GFqYhveXcAEvN2o.jpg,JoeBiden
1754663729608679613,"Nevada, your primary is tomorrow. We have to mobilize, organize, and vote to save our democracy.

Head to https://t.co/aAPd5ooUvJ to confirm your polling place. https://t.co/GP22saP5ZT",en,Tweet,64,16466,4138,3893,887465.0,2024-02-05 19:30:07,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,http://IWillVote.com/NV,photo,https://pbs.twimg.com/media/GFnRWJwWQAAKFWY.jpg,JoeBiden
1754611545558974857,"Navigating a cancer diagnosis, treatment, and survivorship takes hope and absolute courage.

Jill and I join the people of the United Kingdom in praying that His Majesty experiences a swift and full recovery.",en,Retweet,288,48272,4788,3447,2702211.0,2024-02-05 16:02:46,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">The White House</a>",,,,,JoeBiden
1754595799751680313,"Wall Street didn’t build the middle class.

Labor built the middle class.

And the middle class built America. https://t.co/MgyWEcFnE9",en,Tweet,167,39315,7461,10051,1659991.0,2024-02-05 15:00:12,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,photo,https://pbs.twimg.com/media/GFmTkHGXIAACOPW.jpg,JoeBiden
1754531594876944640,"When companies sneak hidden junk fees into families’ bills, it can take hundreds of dollars a month out of their pockets and make it harder to make ends meet.

That might not matter to the wealthy, but it’s real money to hardworking families—and it’s just plain wrong.",en,Tweet,40,9522,1765,4453,939623.0,2024-02-05 10:45:04,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,JoeBiden
1754288245976838533,"We’ve made progress, but there is much more work to do to lower costs for American families. 

That’s why I’m taking action to bring down the price of insulin, prescription drugs, and energy and eliminating hidden junk fees companies use to rip you off. https://t.co/STzrJet6Qc",en,Tweet,47,14370,2716,4317,832902.0,2024-02-04 18:38:05,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,photo,https://pbs.twimg.com/media/GFh72IyWMAElKOI.jpg,JoeBiden
1754163172850713052,"We’ve helped create millions of new jobs.

Passed historic legislation to rebuild our infrastructure, with 40,000 projects announced already.

Canceled over $130 billion in student loans for millions of borrowers.

We’re ready to keep it going. https://t.co/rn2dw3bPzJ",en,Tweet,129,30037,5852,12413,1721382.0,2024-02-04 10:21:05,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,photo,https://pbs.twimg.com/media/GFgKF7YXIAALU80.jpg,JoeBiden
1760033835373170895,"The #StockMarket had only its second decline in the last 16 weeks. #Earnings season is winding down and #inflation is rearing its head again. 

Does the #AI boom need to take a breather? 

$SMCI $NVDA #FederalReserve

https://t.co/vEnVs69CVa",en,Tweet,0,3,0,0,5065.0,2024-02-20 15:09:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#StockMarket,#Earnings,#inflation,#AI,#FederalReserve",https://bit.ly/3UN8g9z,,,JoeBiden
1753954442808836550,"South Carolina, thank you for everything. https://t.co/AaPEHljet9",en,Tweet,215,36807,6132,5500,2395014.0,2024-02-03 20:31:40,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1753954204207415296/vid/avc1/720x720/k3iZvq6ONr_pEGM2.mp4?tag=14,JoeBiden
1753940095353135236,"As I said four years ago, this campaign is for everyone who has been knocked down, counted out and left behind. That is still true today. With more than 14 million new jobs and a record 24 straight months—two years—of the unemployment rate under 4%, including a record low unemployment rate for Black Americans, we are leaving no one behind.

In 2020, it was the voters of South Carolina who proved the pundits wrong, breathed new life into our campaign, and set us on the path to winning the Presidency.

Now in 2024, the people of South Carolina have spoken again and I have no doubt that you have set us on the path to winning the Presidency again—and making Donald Trump a loser—again.

When I was elected President, I said the days of the backbone of the Democratic Party being at the back of the line were over. That was a promise made and a promise kept. Now, you are First In The Nation.

The stakes in this election could not be higher. There are extreme and dangerous voices at work in the country—led by Donald Trump—who are determined to divide our nation and take us backward. We cannot let that happen. We’ve come a long way these past four years—with America now having the strongest economy in the world and among the lowest inflation of any major economy. Let’s keep pushing forward. Let’s finish what we started—together.",en,Tweet,190,25510,5394,6145,1941824.0,2024-02-03 19:34:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,JoeBiden
1753913802138026376,"The last guy had the worst jobs record since the Great Depression.

Our record is a little different. https://t.co/yKWSrrUHkg",en,Tweet,1322,59813,14867,30392,8897821.0,2024-02-03 17:50:11,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,video,https://video.twimg.com/amplify_video/1753913758554951680/vid/avc1/1080x1920/pepmpXG7eruimGP5.mp4?tag=16,JoeBiden
1753880854571500012,"Supporting the UAW is the easiest thing I've ever done. 

I was raised on General Motors, and my dad managed a dealership. 

Plus, they built my ‘67 Corvette—my pride. https://t.co/LCKXjqOeN1",en,Tweet,103,17261,3146,2851,851168.0,2024-02-03 15:39:15,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,video,https://video.twimg.com/amplify_video/1753880790541180928/vid/avc1/1080x1080/gvdbFeEN-yGrCGPH.mp4?tag=16,JoeBiden
1753837047188517121,"South Carolina: Head out to the polls by 7pm today to make history again. 

https://t.co/NqNhRD4y7D https://t.co/GtDR72VSGp",en,Tweet,80,20224,4516,5584,1187551.0,2024-02-03 12:45:11,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,http://IWillVote.com/SC,video,https://video.twimg.com/amplify_video/1753837003337043969/vid/avc1/720x1280/c_cI5kWYsXhwxTVp.mp4?tag=16,JoeBiden
1753750219299127588,"South Carolina, today’s the day! 

Folks, head to the polls to make your voice heard: https://t.co/NqNhRD4y7D. https://t.co/Ej4AeVLjuq",en,Tweet,20,7602,1962,2033,576852.0,2024-02-03 07:00:10,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,http://IWillVote.com/SC,photo,https://pbs.twimg.com/media/GFaSg26XcAAfhlR.jpg,JoeBiden
1753607007578247255,"The small business boom hasn’t been an accident—it’s a result of our strategy to support entrepreneurs, help small businesses access the resources they need to thrive, and promote competition to level the playing field. https://t.co/Y1UYJpeTjE",en,Tweet,67,11022,2434,3350,749734.0,2024-02-02 21:31:05,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,photo,https://pbs.twimg.com/media/GFYQQ2QWEAAg3lg.jpg,JoeBiden
1753572594471624907,"The folks at Regal Lounge in Columbia, South Carolina, are proving what my dad always said to be true: A job is about a lot more than a paycheck, it’s about your dignity.

Thanks for letting me stop by to meet the team. My only regret is I didn’t get a cut myself! https://t.co/jUvYbFJWGD",en,Tweet,113,15965,3341,3191,771662.0,2024-02-02 19:14:20,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,video,https://video.twimg.com/amplify_video/1753572509134307328/vid/avc1/1080x1920/pSFMXMckbyOWTxJ7.mp4?tag=16,JoeBiden
1750459341629804851,Revolutionizing Pool Cleaning in 2024 CES! Aiper Unveils New Scuba Series – Bring Vacation Home!,en,Tweet,29,342,23,16,2293748.0,2024-01-25 05:03:23,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,JoeBiden
1753514986691785195,We have the strongest economy in the whole damn world because of the UAW and organized labor. https://t.co/e8Ga4mugCZ,en,Tweet,151,26343,5322,6231,1122940.0,2024-02-02 15:25:26,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,video,https://video.twimg.com/amplify_video/1753514880634687488/vid/avc1/1080x1920/0KJUx4qceD6akpsV.mp4?tag=16,JoeBiden
1753462579890884920,"Today, we learned the economy added over 350,000 jobs in January, continuing the strong growth from last year. 

This is great news for working families.

I won’t stop fighting to lower costs and build an economy from the middle out and bottom up. https://t.co/KJSR1qsxJj",en,Tweet,224,22156,5141,11245,1477080.0,2024-02-02 11:57:11,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,video,https://video.twimg.com/amplify_video/1753462535506800640/vid/avc1/1080x1920/BF_Fz2Lf0lUuVrpH.mp4?tag=16,JoeBiden
1753434626209525821,"Tomorrow is the South Carolina primary. 

South Carolina launched our campaign to victory in 2020, and they’ll do it again this year.

Find your polling location at https://t.co/NqNhRD4y7D. https://t.co/YM0eg9d7OS",en,Tweet,28,8189,2324,2194,494637.0,2024-02-02 10:06:06,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,http://IWillVote.com/SC,photo,https://pbs.twimg.com/media/GFVze7fXAAAThZk.jpg,JoeBiden
